#Insn	Takt	IPC	Exec/Placed	Seconds	KiloInsnsPerSecond
325622	581373	0,560091	0,421020	18	18,090111	
636140	1092332	0,582369	0,416485	34	18,710000	
330299	591402	0,558502	0,420750	18	18,349944	
639176	1102367	0,579821	0,417200	34	18,799294	
333331	601430	0,554231	0,422125	18	18,518389	
339458	611442	0,555176	0,420944	19	17,866211	
347226	621448	0,558737	0,419531	19	18,275053	
356219	631534	0,564054	0,420248	19	18,748368	
360896	641563	0,562526	0,420012	20	18,044800	
363945	651565	0,558571	0,421257	20	18,197250	
370527	661567	0,560075	0,420016	20	18,526350	
378298	671573	0,563301	0,418886	20	18,914900	
386972	681578	0,567759	0,419262	21	18,427238	
391677	691583	0,566349	0,419426	21	18,651286	
394514	701585	0,562318	0,420512	21	18,786381	
401040	711598	0,563577	0,419408	22	18,229091	
408794	721601	0,566510	0,418367	22	18,581545	
417521	731602	0,570694	0,418767	23	18,153087	
422184	741618	0,569274	0,418855	23	18,355826	
425095	751637	0,565559	0,419892	23	18,482391	
431525	761638	0,566575	0,418892	24	17,980208	
439266	771647	0,569258	0,417922	24	18,302750	
448062	781651	0,573225	0,418346	24	18,669250	
452757	791655	0,571912	0,418378	24	18,864875	
455667	801740	0,568348	0,419347	25	18,226680	
462080	811754	0,569236	0,418436	25	18,483200	
469813	821761	0,571715	0,417532	25	18,792520	
478635	831763	0,575446	0,417956	26	18,409038	
483322	841773	0,574171	0,417964	26	18,589308	
486242	851808	0,570835	0,418869	26	18,701615	
492579	861809	0,571564	0,418044	26	18,945346	
500305	871821	0,573862	0,417187	27	18,529815	
509184	881828	0,577419	0,417630	27	18,858667	
513843	891841	0,576160	0,417585	27	19,031222	
516819	901890	0,573040	0,418450	28	18,457821	
523134	911903	0,573673	0,417696	28	18,683357	
530827	921912	0,575789	0,416875	28	18,958107	
539745	931916	0,579178	0,417334	28	19,276607	
544414	941924	0,577981	0,417265	29	18,772897	
547397	951942	0,575032	0,418083	29	18,875759	
553619	961943	0,575522	0,417391	29	19,090310	
561351	971975	0,577536	0,416594	30	18,711700	
570294	981981	0,580759	0,417076	30	19,009800	
574946	992011	0,579576	0,416964	30	19,164867	
577982	1002046	0,576802	0,417754	31	18,644581	
584174	1012059	0,577213	0,417111	31	18,844323	
591948	1022135	0,579129	0,416357	31	19,095097	
600891	1032141	0,582179	0,416817	32	18,777844	
605543	1042171	0,581040	0,416712	32	18,923219	
608579	1052206	0,578384	0,417463	32	19,018094	
614771	1062219	0,578761	0,416856	33	18,629424	
622545	1072296	0,580572	0,416142	33	18,865000	
631488	1082302	0,583467	0,416583	33	19,136000	
636140	1092332	0,582369	0,416485	34	18,710000	
639176	1102367	0,579821	0,417200	34	18,799294	
